%eval_id interface           X001           X002           X003           X004           X005           X006           X007           X008           X009           X010           X011           X012           X013           X014           X015           X016           X017           X018           X019           X020           X021           X022           X023           X024           X025           X026           X027           X028           X029           X030           X031           X032           X033           X034           X035           X036           X037           X038           X039           X040           X041           X042           X043           X044           X045           X046           X047           X048           X049           X050           X051           X052           X053           X054           X055           X056           X057           X058           X059           X060           Y001           Y002           Y003           Y004           Y005           Y006           Y007           Y008           Y009           Y010           Y011           Y012           Y013           Y014           Y015           Y016           Y017           Y018           Y019           Y020           Y021           Y022           Y023           Y024           Y025           Y026           Y027           Y028           Y029           Y030           Y031           Y032           Y033           Y034           Y035           Y036           Y037           Y038           Y039           Y040           Y041           Y042           Y043           Y044           Y045           Y046           Y047           Y048           Y049           Y050           Y051           Y052           Y053           Y054           Y055           Y056           Y057           Y058           Y059           Y060         obj_fn 
70           NO_ID 6.192466259e-05 -2.908186036e-05 -0.0001241686075 -1.187355155e-05 7.540168165e-05 6.580998113e-05 0.0001821569568 7.210996566e-05 -0.0002116895546 2.63153004e-05 -6.610387471e-05 -0.0003072955497 -0.0002048617103 -0.0001646699898 -0.0002597866793 -0.0001024410864 -6.839169225e-05 -0.000190127197 -0.0001548462819 -0.0001127601322 -0.000121839928 -0.00016397707 -0.0001031271504 -9.494168263e-05 -8.869130671e-05 -0.0001017729941 -9.001427146e-05 -4.379005478e-05 -6.243726819e-05 -6.223173076e-05 2.862930652e-05 3.127751847e-06 -1.575944608e-05 -7.843070899e-06 5.491197435e-05 5.103083823e-06 -4.384543744e-05 4.490011699e-05 -4.000455374e-05 -3.839189472e-05 -1.836434282e-05 1.489978636e-05 -3.457108189e-05 1.271110206e-05 -8.457486225e-06 1.404212457e-05 1.285589741e-05 -3.767457832e-05 5.968350511e-05 -0.0001821675388 -0.0001223790349 0.0003035837207 0.001719851642 0.001675006642 0.0006354369144 -0.0001066213013 -0.0002318182416 -1.990657675e-05 0.0001337371169 3.557197366e-05  0.00015811867 -1.647435442e-05 -1.966314537e-05 8.342293809e-05 3.195603203e-06 -0.0002597042401 0.0001205841901 0.0001533550764 0.0003130931666 0.0004094079424 0.000177690734 2.638518447e-05 8.208864041e-05 -3.518874484e-05 8.299762462e-06 0.0001147809275 5.472178048e-05 3.153342147e-05 6.662654789e-05 4.114762078e-05 -2.136823817e-06 -2.915236319e-05 5.876567284e-05 3.750430855e-05 -1.976008848e-05 4.429626333e-05 3.871967908e-05 1.143238819e-05 -4.278760141e-05 2.12872321e-05 3.290831035e-06 -8.830988016e-05 2.548601475e-05 4.562619802e-05 -1.912165535e-05 7.539257341e-07 5.057986861e-05 2.60363816e-05 -1.755054206e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05     5.93208518 
71           NO_ID 6.459929407e-05 -2.874502561e-05 -0.0001192269446 -1.56492671e-05 7.113939954e-05 6.463486704e-05 0.0001802717944 8.323017671e-05 -0.0002089353473 3.115674992e-05 -5.818600973e-05 -0.0003042890427 -0.0001994176601 -0.0001583074147 -0.0002571539295 -0.0001009098033 -6.443587717e-05 -0.0001875740012 -0.0001520577832 -0.0001102486233 -0.0001232180561 -0.000159552168 -9.862596169e-05 -9.828047973e-05 -9.021752888e-05 -9.946044571e-05 -8.919832156e-05 -4.392268098e-05 -6.450305698e-05 -6.521755717e-05 2.84341106e-05 4.371166188e-06 -1.693305862e-05 -9.960477951e-06 5.312083649e-05 4.99687512e-06 -4.230020619e-05 4.489351349e-05 -4.066131951e-05 -3.883030723e-05 -1.706054652e-05 1.330749214e-05 -3.766274113e-05 1.444499366e-05 -8.283771848e-06 1.354915685e-05 1.26095885e-05 -4.494604213e-05 5.727879955e-05 -0.0001828871394 -0.0001259245261 0.0003088976638 0.001798990991 0.001748430465 0.000660406281 -0.0001087014095 -0.0002271551315 -1.783456515e-05 0.0001290517762 3.253246567e-05 0.0001573733421 -1.784949991e-05 -1.868416243e-05 8.849974314e-05 9.414872302e-06 -0.0002699425348 0.0001171196594 0.0001606818313 0.0003104700175 0.0004152082057 0.0001819783508 2.669774964e-05 8.77590249e-05 -3.182931575e-05 7.653078441e-06 0.000118368753 5.741244619e-05 3.041803485e-05 6.646476136e-05 4.068655102e-05 5.956455853e-07 -2.372163807e-05 5.726470523e-05 3.447281564e-05 -1.636262114e-05 4.759124219e-05 3.924499028e-05 1.051397791e-05 -4.251580056e-05 2.419473619e-05 7.697459477e-06 -8.789256388e-05 2.180812485e-05 4.303154672e-05 -1.830021273e-05 3.875877028e-06 5.350500172e-05 2.753637723e-05 -1.773032383e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    5.364173317 
72           NO_ID 7.082395542e-05 -2.79609457e-05 -0.0001077260549 -2.443644787e-05 6.121956264e-05 6.189968988e-05 0.0001758846077 0.0001091108232 -0.0002025251707 4.242492583e-05 -3.975847193e-05 -0.0002972920923 -0.0001867468092 -0.0001434991802 -0.0002510270845 -9.734581825e-05 -5.522858709e-05 -0.0001816318056 -0.0001455683998 -0.0001044031317 -0.0001264250351 -0.0001492542743 -8.815048929e-05 -0.0001060509861 -9.376970623e-05 -9.407898928e-05 -8.729984994e-05 -4.423117378e-05 -6.931086982e-05 -7.216703728e-05 2.797978181e-05 7.265485754e-06 -1.966407041e-05 -1.488841794e-05 4.895218134e-05 4.749840005e-06 -3.870365453e-05 4.487815433e-05 -4.219012256e-05 -3.985093118e-05 -1.402622703e-05 9.601861638e-06 -4.485800909e-05 1.84802237e-05 -7.879490862e-06 1.240211791e-05 1.203673482e-05 -6.186986982e-05 5.16818584e-05 -0.000184562232 -0.0001341761958 0.0003212658105 0.001983179032   0.0019193163 0.0007185202824 -0.0001135422784 -0.0002163024556 -1.301235055e-05 0.0001181472465 2.545838948e-05 0.0001556389778 -2.105028639e-05 -1.640595974e-05 0.0001003157096 2.388932328e-05 -0.0002937707923 0.0001090563164 0.0001777339868 0.0003043654025 0.0004287074796 0.000191957089 2.742557858e-05 0.0001009562501 -2.401113957e-05 6.147888566e-06 0.0001267195507 6.367461675e-05 2.782158806e-05 6.608852414e-05 3.961398264e-05 6.955011971e-06 -1.108246247e-05 5.377188252e-05 2.741790322e-05 -8.455694051e-06 5.525974243e-05 4.046788774e-05 8.376526063e-06 -4.188367933e-05 3.096117021e-05 1.795340194e-05 -8.692127798e-05 1.324804731e-05 3.699269661e-05 -1.638817052e-05 1.114228453e-05 6.031316824e-05 3.102743933e-05 -1.814880765e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    4.821120916 
73           NO_ID 7.081146913e-05 -2.796251852e-05 -0.0001077491249 -2.441882133e-05 6.123946122e-05 6.190517648e-05 0.0001758934081 0.0001090589082 -0.0002025380291 4.240232256e-05 -3.979543644e-05 -0.0002973061278 -0.0001867722261 -0.0001435288846 -0.0002510393746 -9.735296738e-05 -5.524705635e-05 -0.0001816437252 -0.0001455814171 -0.0001044148574 -0.0001264186021 -0.0001492749312 -8.817150244e-05 -0.000106035399 -9.376258078e-05 -9.408978416e-05 -8.730365816e-05 -4.423055496e-05 -6.930122564e-05 -7.215309705e-05 2.798069317e-05 7.259679927e-06 -1.965859217e-05 -1.48785328e-05 4.89605434e-05 4.750335542e-06 -3.871086899e-05 4.487818514e-05 -4.218705588e-05 -3.984888387e-05 -1.403231369e-05 9.609294905e-06 -4.484357582e-05 1.847212928e-05 -7.880301825e-06 1.24044188e-05 1.203788393e-05 -6.183592166e-05 5.169308552e-05 -0.0001845588719 -0.0001341596435 0.0003212410007 0.001982809562 0.001918973514 0.0007184037093 -0.000113532568 -0.0002163242254 -1.302202361e-05 0.0001181691203 2.547257964e-05 0.0001556424568 -2.104386581e-05 -1.641052967e-05 0.0001002920075 2.386028842e-05 -0.0002937229942 0.0001090724909 0.0001776997812 0.0003043776479 0.0004286804009 0.0001919370723 2.74241186e-05 0.0001009297773 -2.402682235e-05 6.150907884e-06 0.0001267027995 6.366205522e-05 2.782679637e-05 6.608927885e-05 3.961613414e-05 6.942255472e-06 -1.110781588e-05 5.377888891e-05 2.743205494e-05 -8.471554861e-06 5.524435989e-05 4.046543469e-05 8.38081366e-06 -4.188494733e-05 3.094759716e-05 1.793282915e-05 -8.692322632e-05 1.32652183e-05 3.700481017e-05 -1.639200595e-05 1.112770856e-05 6.029951148e-05 3.102043647e-05 -1.81479682e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    4.821119997 
74           NO_ID 7.419987817e-05 -2.663470922e-05 -0.0001061545886 -2.711630023e-05 5.674479023e-05 6.246717795e-05 0.0001769699471 0.0001158825769 -0.0001983757957 4.548363418e-05 -3.729316912e-05 -0.0002960232733 -0.0001816623348 -0.000140069364 -0.000251016942 -9.496883959e-05 -5.035557998e-05 -0.0001790252292 -0.0001429932458 -0.0001005045607 -0.0001248112066 -0.0001461082204 -8.580759011e-05 -0.0001079692805 -9.345616293e-05 -9.292979964e-05 -8.821371944e-05 -4.26818862e-05 -6.763451435e-05 -7.341543715e-05 2.675829834e-05 9.422811872e-06 -1.774342894e-05 -1.732618244e-05 4.437401128e-05 2.869806127e-06 -3.73776782e-05 4.327759609e-05 -4.653081753e-05 -4.239250634e-05 -1.338570136e-05 1.046453817e-05 -4.600366447e-05 1.840894487e-05 -6.380059442e-06 1.060136007e-05 8.211275878e-06 -6.306982197e-05 5.298138831e-05 -0.0001866153092 -0.0001368123999 0.0003269960319 0.002039182184  0.00197416641 0.0007334221308 -0.0001176915453 -0.0002123612942 -1.089582119e-05 0.0001143205214 2.304750216e-05 0.0001561260834 -2.159276968e-05 -1.390548869e-05 0.0001029615793 2.594171209e-05 -0.0002998142637 0.0001050898488 0.0001852873119 0.0003048625224 0.0004312085739 0.0001951910992 2.997533376e-05 0.0001044618068 -2.376636525e-05 4.845178995e-06 0.0001291743883 6.391183712e-05 2.475571067e-05 6.652867757e-05 4.087871069e-05 9.351108122e-06 -7.221907545e-06 5.411233631e-05 2.697382301e-05 -7.275824896e-06 5.518970758e-05 4.02645337e-05 8.684700058e-06 -4.282484067e-05 3.07703876e-05 2.231192855e-05 -8.37667004e-05 1.158133894e-05 3.43407461e-05 -1.4575445e-05 1.647090044e-05 6.324565281e-05 3.078634099e-05 -1.92199561e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05     5.21153778 
75           NO_ID 7.174432804e-05 -2.75969609e-05 -0.000107310135 -2.516146108e-05 6.000203863e-05 6.205990044e-05 0.0001761897888 0.0001109375244 -0.0002013921295 4.325063484e-05 -3.910654016e-05 -0.0002969529466 -0.000185365428 -0.000142576448 -0.0002510331987 -9.669659596e-05 -5.390038974e-05 -0.0001809228302 -0.0001448688707 -0.0001033383182 -0.000125976072 -0.0001484031078 -8.752069652e-05 -0.0001065678136 -9.367822124e-05 -9.377043018e-05 -8.755420606e-05 -4.380419278e-05 -6.884236531e-05 -7.250063042e-05 2.764415708e-05 7.85520924e-06 -1.913133083e-05 -1.555239234e-05 4.769783063e-05 4.232609199e-06 -3.83438298e-05 4.443752885e-05 -4.338293179e-05 -4.054916558e-05 -1.385429561e-05 9.844750924e-06 -4.516295846e-05 1.845473405e-05 -7.467271858e-06 1.190802082e-05 1.098438496e-05 -6.217562531e-05 5.204776664e-05 -0.0001851250272 -0.0001348899707 0.0003228254116 0.001998329443 0.001934168605 0.0007225384133 -0.0001146775711 -0.0002152331954 -1.243666132e-05 0.0001171095671 2.480493441e-05 0.0001557756035 -2.119498389e-05 -1.572086978e-05 0.0001010269642 2.443332272e-05 -0.0002953999745 0.0001079760344 0.0001797886954 0.0003045111382 0.0004293764293 0.0001928329346 2.812649065e-05 0.0001019021762 -2.395511621e-05 5.791429198e-06 0.0001273832497 6.373082238e-05 2.698129937e-05 6.621024919e-05 3.996373261e-05 7.605433864e-06 -1.003799103e-05 5.387068992e-05 2.730589965e-05 -8.14235985e-06 5.522931363e-05 4.041012487e-05 8.464476267e-06 -4.214370826e-05 3.08988098e-05 1.913843386e-05 -8.605420688e-05 1.280163146e-05 3.627136982e-05 -1.589189069e-05 1.259873644e-05 6.111061019e-05 3.095598792e-05 -1.844309593e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    4.755251647 
76           NO_ID  7.1744542e-05 -2.759687706e-05 -0.0001073100343 -2.516163141e-05 6.000175482e-05 6.205993593e-05 0.0001761898568 0.0001109379553 -0.0002013918667 4.325082941e-05 -3.910638216e-05 -0.0002969528656 -0.0001853651053 -0.0001425762296 -0.0002510331973 -9.669644542e-05 -5.390008087e-05 -0.0001809226648 -0.0001448687072 -0.0001033380713 -0.0001259759705 -0.0001484029078 -8.752054725e-05 -0.0001065679358 -9.367820189e-05 -9.377035694e-05 -8.755426353e-05 -4.3804095e-05 -6.884226007e-05 -7.250071013e-05 2.76440799e-05 7.855345829e-06 -1.91312099e-05 -1.55525469e-05 4.769754102e-05 4.232490455e-06 -3.834374562e-05 4.443742778e-05 -4.338320607e-05 -4.05493262e-05 -1.385425478e-05 9.844804927e-06 -4.516303172e-05 1.845473006e-05 -7.467177127e-06 1.190790697e-05 1.098414334e-05 -6.217570322e-05 5.204784799e-05 -0.0001851251571 -0.0001348901382 0.000322825775 0.001998333002  0.00193417209 0.0007225393616 -0.0001146778337 -0.0002152329452 -1.243652707e-05 0.0001171093241 2.480478128e-05 0.000155775634 -2.119501855e-05 -1.57207116e-05 0.0001010271328 2.443345415e-05 -0.0002954003591 0.0001079757829 0.0001797891745 0.0003045111688 0.0004293765889 0.0001928331401 2.812665174e-05 0.0001019023992 -2.395509977e-05 5.79134675e-06 0.0001273834058 6.373083815e-05 2.698110545e-05 6.621027694e-05 3.996381233e-05 7.605585968e-06 -1.003774566e-05 5.387071098e-05 2.730587071e-05 -8.142284347e-06 5.522931018e-05 4.041011219e-05 8.464495455e-06 -4.214376761e-05 3.089879862e-05 1.913871037e-05 -8.605400756e-05 1.280152513e-05 3.627120161e-05 -1.589177599e-05 1.259907383e-05 6.111079622e-05 3.095597314e-05 -1.844316362e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    4.755251647 
77           NO_ID 7.608809001e-05 -2.71164597e-05 -0.000106418914 -2.840387495e-05 5.57590893e-05 6.387140982e-05 0.0001768604936 0.0001170698426 -0.0001983709965 4.493706382e-05 -3.714388244e-05 -0.0002955959241 -0.0001802587297 -0.0001384193837 -0.000249015664 -9.319331766e-05 -4.889936957e-05 -0.0001773958447 -0.0001415869253 -0.0001006294631 -0.0001261216964 -0.0001448078117 -8.482598664e-05 -0.000109343916 -9.230817724e-05 -8.969645719e-05 -8.622181675e-05 -4.183266171e-05 -6.644494855e-05 -7.242602144e-05 2.604859911e-05 8.058130796e-06 -1.932327567e-05 -1.875394367e-05 4.273744004e-05 1.485122171e-06 -3.792695964e-05 4.302443492e-05 -4.594557507e-05 -4.138627119e-05 -1.248083261e-05 9.039533559e-06 -4.771565811e-05 1.973097709e-05 -6.126650782e-06 8.522727104e-06 5.211085838e-06 -5.998881564e-05 5.570470958e-05 -0.0001889107081 -0.0001375282164 0.0003309324047 0.002054080463 0.001990726285 0.0007366866959 -0.0001197933186 -0.0002110007627 -1.025877176e-05 0.0001128461254 2.222962791e-05 0.0001567054088 -2.057750933e-05 -1.26948825e-05 0.0001020454078 2.602440136e-05 -0.0003009835542 0.0001050597631 0.0001882165239 0.0003046277365 0.0004310935984 0.0001950815858 2.87905692e-05 0.0001039672072 -2.406142924e-05 3.992308011e-06 0.0001294389284 6.508619373e-05 2.606701098e-05 6.733477831e-05 4.134407779e-05 1.096854179e-05 -6.472147297e-06 5.183960301e-05 2.448479089e-05 -7.279256199e-06 5.455125808e-05 3.901444725e-05 9.575972784e-06 -4.062055422e-05 3.296580201e-05 2.423880989e-05 -8.23593043e-05 1.208232227e-05  3.3476345e-05 -1.578018487e-05 1.544783711e-05 6.275442151e-05 3.094664825e-05 -1.908194862e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    4.451720363 
78           NO_ID 7.769976862e-05 -2.693817795e-05 -0.0001060882417 -2.960691718e-05 5.41848155e-05 6.45435394e-05 0.0001771093472 0.0001193451344 -0.0001972500568 4.556278446e-05 -3.641567185e-05 -0.000295092424 -0.0001783639766 -0.000136876976 -0.0002482670922 -9.189348614e-05 -4.704382654e-05 -0.000176087217 -0.0001403692156 -9.962438877e-05 -0.0001261757279 -0.0001434738386 -8.382616061e-05 -0.0001103739413 -9.179984583e-05 -8.818487916e-05 -8.572745647e-05 -4.110115881e-05 -6.555542805e-05 -7.239833905e-05 2.545659461e-05 8.13342137e-06 -1.939449352e-05 -1.994182455e-05 4.089697192e-05 4.657140825e-07 -3.777228709e-05 4.250013058e-05 -4.689640004e-05 -4.169686491e-05 -1.197123265e-05 8.740771423e-06 -4.866279367e-05 2.020450525e-05 -5.629236252e-06 7.266671749e-06 3.069001903e-06 -5.917743729e-05 5.706155573e-05 -0.0001903153202 -0.0001385070924 0.0003339403659 0.002074765925 0.002011711045 0.0007419361743 -0.0001216914292 -0.0002094303909 -9.450703075e-06 0.0001112642482 2.127410446e-05 0.0001570503972 -2.034840595e-05 -1.157214165e-05 0.0001024232838 2.661474389e-05 -0.000303055246 0.0001039777304 0.0001913435256 0.0003046709983 0.0004317307246 0.0001959159094 2.90369642e-05 0.0001047334016 -2.410087487e-05 3.324774854e-06 0.0001302016528 6.558908109e-05 2.57277799e-05 6.775201561e-05 4.185623126e-05 1.221636549e-05 -5.149101946e-06 5.108600293e-05 2.343806671e-05 -6.959016346e-06 5.429967716e-05 3.849660494e-05 9.988374564e-06 -4.005541396e-05 3.373272412e-05 2.613121721e-05 -8.098837388e-05 1.18154349e-05 3.243929883e-05 -1.573873833e-05 1.650494721e-05 6.336432959e-05 3.094318292e-05 -1.931898399e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    4.427743461 
79           NO_ID 7.76992807e-05 -2.693823192e-05 -0.0001060883418 -2.960655297e-05 5.41852921e-05 6.454333591e-05 0.0001771092719 0.0001193444456 -0.0001972503961 4.556259503e-05 -3.641589231e-05 -0.0002950925765 -0.0001783645502 -0.000136877443 -0.0002482673189 -9.189387965e-05 -4.704438829e-05 -0.0001760876132 -0.0001403695843 -9.962469305e-05 -0.0001261757115 -0.0001434742425 -8.38264633e-05 -0.0001103736294 -9.179999973e-05 -8.818533678e-05 -8.572760613e-05 -4.110138027e-05 -6.555569735e-05 -7.239834743e-05 2.545677383e-05 8.133398577e-06 -1.939447196e-05 -1.994146493e-05 4.089752911e-05 4.660227023e-07 -3.777233392e-05 4.250028931e-05 -4.689611219e-05 -4.169677088e-05 -1.197138693e-05 8.740861871e-06 -4.866250693e-05 2.020436189e-05 -5.629386842e-06 7.267052012e-06 3.069650407e-06 -5.917768293e-05 5.706114495e-05 -0.000190314895 -0.0001385067961 0.0003339394553 0.002074759663 0.002011704692 0.0007419345851 -0.0001216908546 -0.0002094308663 -9.450947713e-06 0.0001112647271 2.127439374e-05 0.0001570502928 -2.034847531e-05 -1.157248155e-05 0.0001024231694 2.661456517e-05 -0.0003030546188 0.000103978058 0.0001913425789 0.0003046709852 0.0004317305318 0.0001959156568 2.90368896e-05 0.0001047331697 -2.410086293e-05 3.324976945e-06 0.0001302014219 6.558892885e-05 2.57278826e-05 6.77518893e-05 4.185607621e-05 1.221598772e-05 -5.149502491e-06 5.108623108e-05 2.34383836e-05 -6.959113297e-06 5.429975332e-05 3.849676171e-05 9.988249712e-06 -4.005558505e-05 3.373249194e-05 2.61306443e-05 -8.098878892e-05 1.181551569e-05 3.243961279e-05 -1.573875088e-05 1.650462717e-05 6.336414495e-05 3.094318397e-05 -1.931891223e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05     4.42774346 
80           NO_ID 7.927690273e-05 -2.666575605e-05 -0.000105995069 -3.076959862e-05 5.272948962e-05 6.516494475e-05 0.0001774708596 0.0001212778185 -0.0001961262965 4.640602396e-05 -3.584849603e-05 -0.0002946734093 -0.0001760006082 -0.0001349082365 -0.0002474289207 -9.070011672e-05 -4.504180712e-05 -0.0001745344129 -0.0001393526806 -9.888540344e-05 -0.0001260258289 -0.0001416112585 -8.276224534e-05 -0.0001113948981 -9.048276611e-05 -8.600195926e-05 -8.536549103e-05 -4.053712127e-05 -6.421174842e-05 -7.211321818e-05 2.420467969e-05 7.728271435e-06 -1.922030799e-05 -2.08471126e-05 3.873678061e-05 -9.795082551e-07 -3.7472969e-05 4.225517739e-05 -4.787856065e-05 -4.251213096e-05 -1.187852542e-05 9.128566164e-06 -4.871824131e-05 2.000870225e-05 -5.548128973e-06 7.101808882e-06 2.727299321e-06 -5.993949747e-05 5.709513574e-05 -0.0001920118855 -0.0001392551366 0.0003379026165 0.002095581499 0.002034323188 0.0007460097564 -0.0001249070896 -0.0002078707945 -8.32774121e-06 0.0001097258011 2.028191348e-05 0.0001575881654 -1.996834144e-05 -1.055649813e-05 0.0001027336486 2.704467844e-05 -0.0003048679006 0.0001029513857 0.0001945119279 0.0003047869752 0.0004318848028 0.0001962581536 2.92477109e-05 0.0001057473034 -2.412852892e-05 2.602165048e-06 0.0001313391683 6.650833827e-05 2.535628762e-05 6.786334397e-05 4.238376521e-05 1.354325131e-05 -4.315277534e-06 4.984467359e-05 2.249388942e-05 -6.372305918e-06 5.379142012e-05 3.787816327e-05 1.114595695e-05 -3.896245953e-05 3.425954063e-05 2.778206357e-05 -7.932524336e-05 1.173766883e-05 3.086584231e-05 -1.61980292e-05 1.767275453e-05 6.447608823e-05 3.118979811e-05 -1.956394999e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    4.251730505 
81           NO_ID 8.558739085e-05 -2.557585257e-05 -0.0001056219778 -3.542178123e-05 4.690627969e-05 6.765138011e-05 0.0001789172103 0.0001290113103 -0.000191629898 4.977973971e-05 -3.357891091e-05 -0.0002929967409 -0.00016654484 -0.0001270314104 -0.0002440753279 -8.592506499e-05 -3.703148241e-05 -0.0001683216118 -0.0001352850659 -9.592824498e-05 -0.0001254262986 -0.0001341593226 -7.850537346e-05 -0.0001154799726 -8.521383166e-05 -7.72684492e-05 -8.391703061e-05 -3.828008527e-05 -5.883595272e-05 -7.097270116e-05 1.919630309e-05 6.107762871e-06 -1.852365212e-05 -2.446970332e-05 3.009378661e-05 -6.761632085e-06 -3.627550933e-05 4.127472968e-05 -5.180835449e-05 -4.577357128e-05 -1.150707938e-05 1.067938333e-05 -4.894117882e-05 1.922606365e-05 -5.223097497e-06 6.44083636e-06 1.357894981e-06 -6.29867556e-05 5.723109891e-05 -0.0001987998473 -0.0001422484988 0.0003537552613  0.00217886884 0.002124797175 0.0007623104417 -0.0001377720296 -0.0002016305071 -3.834915197e-06 0.000103570097 1.631199248e-05 0.0001597396558 -1.844780594e-05 -6.492564435e-06 0.0001039755654 2.876513152e-05 -0.0003121210278 9.884469638e-05 0.0002071893241 0.0003052509355 0.0004325018868 0.0001976281408 3.009099607e-05 0.0001098038381 -2.423919288e-05 -2.890825409e-07 0.0001358901539 7.018597599e-05 2.386990773e-05 6.830916268e-05 4.449452118e-05 1.885230569e-05 -9.78377708e-07 4.487844366e-05 1.871591271e-05 -4.025076401e-06 5.175808732e-05 3.54037695e-05 1.577678588e-05 -3.458995745e-05 3.636773538e-05 3.438774065e-05 -7.26710611e-05 1.142628139e-05 2.45707604e-05 -1.803514247e-05 2.234526394e-05 6.892386136e-05 3.217625469e-05 -2.054410102e-05   4.874966e-05  -4.697935e-05  -9.586034e-06  -4.458231e-05  -1.596734e-06   2.971442e-05   2.870857e-05   2.998787e-05  -4.895559e-05  -1.490791e-05   1.637175e-05   1.160415e-05  -1.311704e-05  -2.642665e-05  -3.146355e-05   2.746281e-05   3.735909e-05   4.493177e-05   4.395392e-05  -2.539858e-05   -3.81702e-05    3.682189366 
